id,protein,gene_symbols
1776,J3KPX7;Q99623;F5GY37;F5GWA7;B4DW05;F5H3X6,PHB2
1777,J3KQ32;Q9NTK5;Q53SQ6,OLA1;PTD004
1778,J3KQ48;Q96ME4;Q9Y3E5,PTRH2
1779,J3KR35;Q8WUD4,CCDC12
1780,J3KR72;P49848;B3KUR4;A4D299,TAF6
1781,Q9BTW9;J3KR97;B4DE53;I6L959;A0A0J9YVR1;A0A0J9YWI5,TBCD
1782,J3KS05;Q6IBN6;P83916;B5MD17;K7ELA4,CBX1
1783,J3QQY0;J3KSZ8;Q68DK7,MSL1
1784,Q9UK76;J3KT51;J3KSH8,HN1
1785,P17844;J3KTA4;B5BUE6;B4DN41;B4DNG2;Q59E92;Q7Z2V5,DDX5;DKFZp686J01190
1786,J3QR09;J3KTE4;Q53G49;P84098;Q8IWR8,RPL19
1787,J3KTF8;V9HWE8;J3QQX2;P52565;J3KRE2;J3QW41;A0A0S2Z3D9;J3KRY1;J3KS60,ARHGDIA;HEL-S-47e
1788,J3KTL2;Q07955;Q59FA2;A8K1L8,SRSF1
1789,J3QK89;Q8IWX8,CHERP
1790,J3QKD2;Q15326;Q5BJG6;B7Z3W2;B7Z2J6;E7ENI9;Q6PJR5;B7Z3Z1,ZMYND11
1791,J3QL04;J3QR12;Q9BZE9,ASPSCR1
1792,J3QRI7;J3QQQ9;J3QQV1;J3QRC4;Q6IBH6;P61254;E5RIT6;Q9UNX3;A0A024RBF6,RPL26;RPL26L1;hCG_26523
1793,J3QQW9;Q15022;A8K1U9,SUZ12
1794,J3QR07;Q96MU7,YTHDC1
1795,Q53HL1;J3QRS3;P19105;O14950;Q2F834,MYL12A;MYL12B
1796,J3QRS9;Q59G94;X6R4W8;O43670;Q8N395;J3KS31;B4DQT7,ZNF207;DKFZp761N202
1797,J3QSU6;A7MBN2;E9PC84;F5H7V9;D3YHM4,TNC
1798,Q24JU4;J9R021;Q14152;Q7Z5T5;Q6P1R0;Q05BS0;Q3B770,EIF3A;eIF3a
1799,Q13620;K4DI93,CUL4B
1800,Q6IAV3;K7EM18;P41567;Q6FG85;O60739,SUI1;EIF1;GC20;EIF1B
1801,K7ENT6;A0A2R8YEU4;K7ERG3,TPM4
1802,K7EP46;Q9BW75;Q96CV8;P52888;B4DU96,THOP1
1803,K7EP90;Q9BTD8;K7EQ03;K7EML2;K7ER08,RBM42
1804,K7ER16;Q6IBR2;Q9Y285;K7ER00;K7EK06;K7EPH2,FARSA;FARSLA
1805,K7ERI7;Q7Z4W8;P35268;K7ELC4;K7EMH1;K7EP65;K7EKS7,RPL22
1806,K9JA46;P07900;Q8TBA7;Q2VPJ6;O75322;Q86U12;Q96HX7,EL52;HSP90AA1
1807,Q2TSD3;L7RSM7;P17252;Q59FI5;A0A169TED2,PRKCA
1808,L8EBH1,NCAM1
1809,M0QXA7,WIZ
1810,Q53HJ6;M0QXB4;O14579;Q7Z4Z1;M0R061,COPE
1811,M0QXF7;M0QYN0;Q969H8,MYDGF
1812,M0QY97;Q9UPT8,ZC3H4
1813,M0R0N4;M0QYZ2;P53680;M0QZ21;X6R390,AP2S1
1814,M0R210;P62249;M0R3H0;M0R1M5,RPS16
1815,O00148;B4DX78;K7EQN7;A0A024R7H0,DDX39A;DDX39
1816,V9HW92;O00151,HEL-S-112;PDLIM1
1817,O00186,STXBP3
1818,O00231;B4DTS5;J3QRY4,PSMD11
1819,Q53HN4;O00273;A0A024R4H5,DFFA
1820,O00291;B4DYD7;A0A075EKM8,HIP1
1821,O00425,IGF2BP3
1822,O00461;F8W785,GOLIM4
1823,O00472;Q59FW6;D6RC27,ELL2
1824,O00567;A8K9K6;A0PJ92;A0A494C128;Q5JXT2,NOP56
1825,O00629,KPNA4
1826,O00763,ACACB
1827,O14524,TMEM194A
1828,O14578,CIT
1829,P47813;O14602;A6NJH9;X6RAC9,EIF1AX;EIF1AY
1830,O14617;A0A2R8Y611;Q6PK82,AP3D1
1831,O14646,CHD1
1832,Q59FG6;O14686;H0YEF2;Q6PIA1,KMT2D;MLL2
1833,O14737;K7EQA1;K7ESJ4,PDCD5
1834,O14776;G3V220,TCERG1
1835,O14929,HAT1
1836,O14976;Q59HA5;B4DS37,GAK
1837,O14980;B7ZB16;B4DR01;B3KWD0,XPO1
1838,O15014,ZNF609
1839,O15015;B4E3P6,ZNF646
1840,O15042;E7ET15,U2SURP
1841,O15047;A0A024QZB1,SETD1A;hCG_1998636
1842,O15056;A0A1W2PR85;B4DLC4;E7ER60,SYNJ2
1843,O15061;A0A075B7B1;C9JIE4,SYNM
1844,Q59GT1;Q562E6;O15111,CHUK
1845,Q53R19;O15144;Q9BXV5,ARPC2
1846,Q96HT3;O15160;A0A2R8YEY5;E7EQB9;A0A2R8YEZ4;A0A2R8Y5D3,POLR1C
1847,O15173,PGRMC2
1848,Q5STK2;O15212,PFDN6
1849,Q5T8U5;Q5T8U7;O15260;B7Z605;B7Z8F3;B7Z7A8,SURF4
1850,O15294;Q548W1,OGT
1851,O15357;A0A0A0MTP6,INPPL1
1852,O15360,FANCA
1853,O15371;B4E1K8,EIF3D
1854,O15397,IPO8
1855,Q3B7J4;O15504;C9JYA1;B2R7I1,NUPL2
1856,O15511;B1ALC0,ARPC5
1857,O15541,RNF113A
1858,O43143;B4E0S6,DHX15
1859,O43148;A8K946;Q05D80;K7EP06;B7Z3U8,RNMT
1860,O43159;E9PPY3,RRP8
1861,O43172;B2R7V4,PRPF4
1862,O43252;Q05BW9,PAPSS1
1863,O43263;P78563,hRED1;ADARB1
1864,O43290;B4DDH9,SART1
1865,O43294;A0A024QZE7;H3BQC4,TGFB1I1
1866,O43324;D6RBD7;C9J1V9;H0YAL7,EEF1E1;EEF1E1-BLOC1S5
1867,O43390;B4DMB1;Q0VGD6;B2R7W4;Q6MZS5;B4DT28;B4DMD1,HNRNPR;HNRPR;DKFZp686A13234
1868,O43395;B4DLS8;Q53GV6;B2R791;B4DM28,PRPF3
1869,O43463,SUV39H1
1870,O43660,PLRG1
1871,O43665,RGS10
1872,Q75ME3;O43709;H7C170,WBSCR22
1873,O43719;B4DRS4;Q5H918;Q5H919,HTATSF1
1874,O43776;B4DN60,NARS
1875,O43815;Q3B874,STRN
1876,O43818,RRP9
1877,O43823;Q8NE02;Q9UG73,AKAP8;DKFZp586B1222
1878,Q5SQH4;O60231;A0A1U9X7L7;A0A140T947;B4DZ28;A0A1U9X7L6,DBP2;DHX16
1879,O60264;B7ZAX9;B4DZC0,SMARCA5
1880,O60271;B4DS36;A0A087X2D8;Q5JB53,SPAG9
1881,O60287,URB1
1882,O60293,ZFC3H1
1883,O60318;B7Z8Z8,MCM3AP
1884,O60341;A8K2R3;R4GMQ1,KDM1A
1885,Q8TAF6;O60488;B4DH39,FACL4;ACSL4
1886,O60493,SNX3
1887,O60502;B3KMK2,MGEA5
1888,O60506;B2R8Z8;Q05CK9,SYNCRIP
1889,Q59H56;Q5SRN1;Q53H60;O60508;Q2TA76;H0UI46,CDC40
1890,O60518,RANBP6
1891,O60664;A0A140VJN8;K7EL96;K7ERZ3,PLIN3
1892,O60673,REV3L
1893,O60684;B4DII5;B4DWX3;Q5TFJ7,KPNA6
1894,O60701,UGDH
1895,O60832;C9IYT0,DKC1
1896,O60869,EDF1
1897,O60870;B7Z421,KIN
1898,O60885;A0A024R7H8,BRD4
1899,V9HWG7;O75083;B3KXN4;D6RD66,HEL-S-52;WDR1
1900,O75150;A8K6K1;A0A0S2Z537;A0A0S2Z4Z2;H3BP71;B4DMM1,RNF40
1901,O75151,PHF2
1902,O75164;B4DT38,KDM4A
1903,O75165;B3KN02,DNAJC13
1904,O75182;M0QYC5,SIN3B
1905,O75367;Q59FH0;B4DJC3,H2AFY
1906,O75369;A0A024R321;Q68CT4;E7EN95,FLNB;DKFZp686A1668
1907,O75391;I3L0X5;I3L4C3,SPAG7
1908,O75396,SEC22B
1909,O75419;B4E092,CDC45
1910,O75446,SAP30
1911,O75475;Q05CM9,PSIP1
1912,O75477;B4DPN7,ERLIN1
1913,O75525,KHDRBS3
1914,O75529,TAF5L
1915,O75530;B4DVW7;E9PJK2,EED
1916,O75533;Q7Z497,SF3B1
1917,O75607,NPM3
1918,O75643;A4FU77;A0A494C1A5,SNRNP200
1919,O75663,TIPRL
1920,O75691,UTP20
1921,O75717;A8KAE0;B3KMC2;B3KMD2;B3KMD9,WDHD1
1922,Q6UQL6;Q6IBG3;O75792,RNASEH2A;JUNB
1923,Q6IAM0;O75821;K7ER90;K7EL20;A8K5K5;K7EP16;K7ENA8,EIF3G
1924,O75886,STAM2
1925,O75935;X6RA56;X6RCK5;A0A0A0MRV8;Q8NB28;X6RLR1,DCTN3
1926,O75937,DNAJC8
1927,O75940,SMNDC1
1928,Q6IB58;Q5ST80;Q53HQ0;O75955;A2VCL5;A0A140T9R1;A0A140T9W4;A0A140T9X0;A2AB09;A2AB10,FLOT1
1929,O75962;A0A2X0SFJ0;D3DTD2;E7EPJ7;E7EWP2;F5H228;B4E3M5,TRIO
1930,O76021;J3QSV6;A0PJ61;Q32Q62;A0PJ87;I3L3U9,RSL1D1
1931,O94822;H7BYG8,LTN1
1932,O94826;B4DZ87;B3KQK0;B3KQK5,TOMM70A
1933,O94874,UFL1
1934,O94888;C9JAT7;B4E126,UBXN7
1935,O94906,PRPF6
1936,O94913;E9PKN0;B7Z7X4;E9PQ01,PCF11
1937,O94915;F2Z2S2,FRYL
1938,O94973;A0A0G2JS82;B7Z5S9;A0A0G2JQM1;B7Z1Q4,AP2A2
1939,O95071;E7EMW7,UBR5
1940,Q0P607;O95104,SFRS15;SCAF4
1941,Q8N516;Q4LE38;O95163;Q68DI5;F5H2T0;B3KXE7;B4E3I9,IKBKAP;IKBKAP variant protein;DKFZp781H1425
1942,O95218,ZRANB2
1943,O95235,KIF20A
1944,O95239;Q59HG1;Q6PKB2,KIF4A
1945,O95251;E7EUP3;B7Z4D9;B3KVJ2;B4DG18;B4DJ40,KAT7
1946,Q53XM7;O95292;B4DNS4;Q6ZSP7;Q6ZR82;B3KVU7,VAPB
1947,Q5TB52;O95340;B4DWB5,PAPSS2
1948,O95365,ZBTB7A
1949,O95373;B3KQG6,IPO7
1950,Q59HA2;Q6IBL8;Q53ET9;O95376;B3KMG5,ARIH2
1951,O95396,MOCS3
1952,O95425;Q659E9;A0A0J9YWY6;B4E3H1,SVIL;DKFZp586H1823
1953,O95429;B2RA34,BAG4
1954,O95433;G3V438;H0YJU2;H0YJG7,AHSA1
1955,O95470,SGPL1
1956,Q5J7U2;O95478,CDK105;NSA2
1957,O95602;B9ZVN9;B7ZKR9;B7Z284;B7Z8X7;Q53T12,POLR1A
1958,O95613;B4DKV6,PCNT
1959,O95625;Q59H97,ZBTB11
1960,O95639;H7C419;B7Z7B0,CPSF4
1961,O95782;Q8N9K4,AP2A1
1962,O95801,TTC4
1963,O95817;Q53GY1,BAG3
1964,O95864,FADS2
1965,O96017;H0Y4V6;H0Y820;A8JZZ5,CHEK2
1966,O96019;Q6FI97;Q53FS0;D3DNS0,ACTL6A;BAF53A
1967,O96028;Q05CW4,WHSC1
1968,P00338;V9HWB9;B4DJI1;F5GYU2;F5GXY2;F5GXH2,LDHA;HEL-S-133P
1969,V9HW90;P00390;A0A2R8YF59;H0YC68,HEL-75;GSR
1970,V9HWC9;P00441;H7BYH4,HEL-S-44;SOD1
1971,V9HWF4;P00558;B4E1H9;B4DHM5;B4DWQ3;B4DHB3,HEL-S-68p;PGK1
1972,Q6FGX9;Q53EY8;Q5T9B7;P00568,AK1
1973,P01040;C9J0E4,CSTA
1974,P01833,PIGR
1975,P02452;Q6LAN8;H9C5C5,COL1A1
1976,Q76LA1;P04080,CSTB
1977,P04083;Q5TZZ9;A0A4D5RA86;A0A4D5RAB7;A0A4D5RAA5;A0A4D5RAG0;A0A4D5RAA2;A0A4D5RAJ5;A0A4D5RAI5;A0A4D5RAU4;A0A4D5RAH8,ANXA1
1978,V9HVZ4;P04406;Q2TSD0;E7EUT5;Q0QET7;A4UCT1,HEL-S-162eP;GAPDH
1979,V9HW43;P04792;B4DL87,HEL-S-102;HSPB1
1980,Q6IBR0;P04843;Q96HX3;Q53EP4;B4DL99;B7Z4L4;B4DNJ5,RPN1
1981,P04899;Q96C71;B3KX51;B3KP24;Q93020,GNAI2;WUGSC:H_LUCA16.1
1982,P05023;B7Z3V1,ATP1A1
1983,P05089,ARG1
1984,P05114;A6NL93;Q6NSG7;Q3B790;A6NEL0,HMGN1
1985,P05141;Q6NVC0,SLC25A5
1986,P05165;B2RDE0;A0A1B0GU58;A0A1B0GWI4;A0A1B0GUX9;A0A1B0GWA1,PCCA
1987,Q53XC0;P05198;H0YJS4;G3V4T5,EIF2S1
1988,P05204,HMGN2
1989,P05412;Q6FHK0,JUN
1990,P05556,ITGB1
1991,Q0QEN7;V9HW31;P06576;H0YH81;F8W0P7;F8W079,ATP5B;HEL-S-271
1992,R4GN98;P06703;B2R577,S100A6
1993,P06730;B7Z2T1;Q32Q75;X5D7E3;D6RBW1;D6RFJ3;H0Y8J7,EIF4E
1994,Q5U077;P07195;A0A3B3IS95;A8MW50;C9J7H8,LDHB
1995,P07199,CENPB
1996,P07305,H1F0
1997,P07737;K7EJ44,PFN1
1998,P07814;Q3KQZ8;V9GYZ6;B4DKX5;H6WCP5,EPRS
1999,P08240;Q6IAX9,SRPR
2000,P08243;B4DY32;F8WEJ5,ASNS
2001,P08579;B5BTZ8;Q86YK2,SNRPB2
2002,V9HWE1;P08670;Q53HU8;B0YJC4,HEL113;VIM
2003,P08754,GNAI3
2004,V9HWE0;P08758;D6RBE9;D6RBL5;E9PHT9,HEL-S-7;ANXA5
2005,V9HWE9;P09211;A8MX94;C7DJS1;C7DJS2,HEL-S-22;GSTP1
2006,P09496;F8WF69;C9J8P9,CLTA
2007,P09661;Q53G61;Q53G21;H0YMA0;H0YKK0;Q6NVW9,SNRPA1
2008,Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386,H2AFV;H2AFZ
2009,P0CJ79;Q7L2R6;Q5VIY5;P17035;Q9NV72;A8K8T4;Q6ZN06;Q86XN6;Q08AN1;Q9HCG1;A2RRD8;A0A0U1RQK1;Q96IR2;A0A024R4Q2;M0QZA2;M0R2L4;M0R1K6;M0QXU9,ZNF888;ZNF765;ZNF468;ZNF28;ZNF701;ZNF813;ZNF761;ZNF616;ZNF160;ZNF320;ZNF845
2010,P10244,MYBL2
2011,P11021;V9HWB4,HSPA5;HEL-S-89n
2012,P11142;V9HW22;Q53GZ6;E9PKE3;Q96IS6;B3KTV0;E9PNE6;Q53HF2;B4E1Q1;A8K7Q2,HSPA8;HEL-S-72p
2013,P11216;Q59GM9;B4DSD8,PYGB
2014,P11387;B9EG90,TOP1
2015,P11388;A0A4D6UXC9,TOP2A
2016,P11717;Q59EZ3,IGF2R
2017,Q6IRT1;Q6FI45;Q5U043;P11766;Q2VIM7,ADH5
2018,Q6FI35;Q6FHF5;P12004,PCNA
2019,P12081;Q52NV4;B4DDD8;B3KWE1;B4E1C5;E7ETE2;B4DEA2,HARS;HRS
2020,Q6I9V5;P12236;Q59EI9;V9GYG0;A0A0S2Z3H3;P12235,SLC25A6;SLC25A4
2021,P12270,TPR
2022,P12273,PIP
2023,V9HWH2;V9HW77;P12277;B4DP56;A0A0S2Z471;H0YJG0,HEL-S-29;HEL-211;CKB
2024,P13010;Q53T09,XRCC5
2025,P13674;Q5VSQ6,P4HA1
2026,P14324;B3KMW3;A0A087X1D8;A0A087WVN4;Q14329,FDPS
2027,V9HWI0;P14550,HEL-S-165mP;AKR1A1
2028,V9HWB8;P14618;B4DNK4;Q8WUW7,HEL-S-30;PKM;PKM2
2029,Q5CAQ5;V9HWP2;P14625;Q59FC6;B4DHT9;B4DU71,TRA1;HEL-S-125m;HSP90B1
2030,P14635;E9PC90;H1UBN2;D6RHI0,CCNB1;CCNB1V
2031,P15408;C9JCN8,FOSL2
2032,P15880;Q3KQT6;Q8J014;Q8N5L9;Q6IPX5;H0YEN5;E9PMM9;Q8NI61;E9PQD7;E9PPT0;I3L404;E9PM36,RPS2;rps2;OK/KNS-cl.7
2033,P15924;Q4LE79,DSP;DSP variant protein
2034,P16104;Q96QV6;Q8IUE6,H2AFX;HIST1H2AA;HIST2H2AB
2035,P16220;Q5U0J5;Q53X93;Q4ZG78;C9J896;C9JBT4;H7C3I0;B7Z5C6;E7EWP8;B7Z7P1;C9J4L5,CREB1
2036,P16401,HIST1H1B
2037,P16402,HIST1H1D
2038,P16403,HIST1H1C
2039,P17096;B4DWA0;A0A024RCT9,HMGA1
2040,P17275;Q5U079;Q53HP8,JUNB
2041,P17480;A8K962;E9PKP7;O00164;B4DNQ1;B4DLB0,UBTF
2042,P17483,HOXB4
2043,P17509,HOXB6
2044,P17858;Q7L2M7;Q9BSP4,PFKL
2045,P17900,GM2A
2046,P17987;E7ERF2;E7EQR6;F5H282,TCP1
2047,P18074;E7EVE9;A8MX75;Q2TB79,ERCC2
2048,P18085;C9JPM4;C9JAK5,ARF4
2049,P18124;A0A024R814;A8MUD9,RPL7
2050,P18583;H7C1M2;Q6ZRV7;J3QSZ5;B3KRA1,SON
2051,Q6P6D7;Q6FHU2;Q6FHK8;Q53G35;P18669;B4DKL5;Q0D2Q6;B4DMJ7;P15259,PGAM1;hCG_2015269;PGAM2
2052,P18858;F5GZ28;B4DM52;M0R0Q7;Q59HG7;B4DUE1,LIG1
2053,P19474,TRIM21
2054,P19623,SRM
2055,P19784;H3BNI9;H3BSA1,CSNK2A2
2056,P20248,CCNA2
2057,P20290;H0Y9Y1;D6RDG3,BTF3
2058,P20700;E9PBF6;Q6DC98;A0A0D9SFE5,LMNB1
2059,P21333;Q60FE5;A6NDY9;A0A087WWY3,FLNA
2060,P21359;J3KSB5;H0Y465;Q59FX3;H0UIC3,NF1
2061,V9HWB7;P21399;Q59FI0;Q9HBB2,HEL60;ACO1;IRP1
2062,P22059,OSBP
2063,Q96BS4;P22087;M0R2Q4;B4DLD4;M0QXL5;M0R0P1;M0R299;M0R2U2;M0R1H0;M0R2B0,FBL
2064,Q3B7A7;Q59HH3;P22102;Q15374,GART
2065,P22626;A0A384NL58;A0A024RA28;A0A087WUI2;I6L957,HNRNPA2B1;HNRPA2B1
2066,P22670,RFX1
2067,P23258;A0A1B4Z394;Q9NRH3;K7EIS0,TUBG1;TUBG2
2068,V9HWC6;P23284,HEL-S-39;PPIB
2069,P23396;Q53G83;E9PL09;E9PPU1;H0YCJ7;F2Z2S8;H0YF32;E9PK82;E9PJH4;E9PQ96,RPS3
2070,V9HWI5;P23528;G3V1A4;E9PK25;E9PP50;E9PQB7;B4E112;E9PLJ3;E9PS23,HEL-S-15;CFL1
2071,Q6FGU2;P23919;Q53F55;H7BZ20,DTYMK
2072,Q6FI00;P24385;B4DR06;Q14092;F5H437,CCND1
2073,Q59EH3;P24666;G5E9R5;A0A140VK37,ACP1
2074,P24928,POLR2A
2075,P25398,RPS12
2076,P25490;H0YJV7,YY1
2077,Q6FI51;Q6FHS4;P25685;M0R080,DNAJB1
2078,V9HW26;P25705;K7EK77,HEL-S-123m;ATP5A1
2079,P25786;V9HW55;F5GX11;B4E0X6;B4DEV8,PSMA1;HEL-S-275
2080,P25815,S100P
2081,V9HWC0;P26038,HEL70;MSN
2082,P26368;B5BU25;K7ENG2,U2AF2
2083,P26447;Q5Q9Z3,S100A4
2084,Q59G70;P26572;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8;D6RF69;B3KQ18,MGAT1
2085,P26583;Q5U071;D6R9A6,HMGB2
2086,P26599;A0A0U1RRM4;Q59H49,PTBP1
2087,Q53YD7;P26641;B4DUP0,EEF1G
2088,P27348;B4DMT8;Q53S41;E9PG15;B4DY04,YWHAQ
2089,P27482,CALML3
2090,P27694,RPA1
2091,Q5TZP7;P27695;G3V3M6;G3V5Q1;G3V3C7;A0A0C4DGK8;G3V5D9;G3V5M0;G3V359,APEX1
2092,Q53G71;V9HW88;P27797;B4DHR1;K7EJB9,HEL-S-99n;CALR
2093,P27824;H0Y9Q7;Q16094,CANX
2094,Q6FHU0;X5D2R7;X5CMJ9;P28062;Q5JNW7;A0A140T998,PSMB8;PSM8
2095,Q6IAT9;P28072,PSMB6
2096,P28074;A0A140VJS7,PSMB5
2097,Q1HBJ4;P28482;B4DHN0;Q499G7,MAPK1
2098,P28749;H0YE05,RBL1
2099,R4GN49;P29034,S100A2
2100,Q53F88;P29083;C9IYL4,GTF2E1
2101,P29084;E5RH41,GTF2E2
2102,P29372;Q1W6H1;A2IDA3,MPG
2103,Q5SYZ4;P29373,CRABP2
2104,P29375;B4DVM9,KDM5A
2105,V9HWD9;Q53EM5;P29401;B4E022;B3KSI4;A0A0B4J1R6;A0A0K0K1H9;B4DVU1,HEL107;TKT
2106,P29508;Q5K684,SERPINB3
2107,P29590;Q9BZY1,PML
2108,P29692;E9PRY8;B2RAR6;D3DWK1;E9PK01;E9PQZ1;Q9H7G6;Q71RH4;A0A087X1X7;E9PI39;E9PQ49;H0YE72,EEF1D
2109,P29966;Q6NVI1,MARCKS
2110,V9HWC7;P30041,HEL-S-128m;PRDX6
2111,V9HW35;P30044,HEL-S-55;PRDX5
2112,P30050;Q59FI9;D3DS95;Q76P68,RPL12;hCG_21173;cICK0721Q.2
2113,P30085;B4DDL4;Q5T0D2;B4DFW6;A0A494BXC7,CMPK1
2114,Q96HI4;P30419;B7Z8J4,NMT1
2115,P31151,S100A7
2116,P31689,DNAJA1
2117,P31930;B4DUL5,UQCRC1
2118,V9HWD6;P31946;B5BU24,HEL-S-1;YWHAB
2119,P31947,SFN
2120,P31949;V9HWH9;B2R5H0,S100A11;HEL-S-43
2121,Q53Z07;P32969;D6RAN4;A0A2R8Y5Y7;H0Y9V9;H0Y9R4;B4E1M5;E7ESE0;B4DLV8,RPL9
2122,P33176;V9HW29;D3DRX6;M1VE91;C1PHA2;M1VRN1;A8K048;M1VKJ2;M1VPF9;M1V490;M1V481;M1VE89;M1VKI9;M1VPF7;M1VRN0,KIF5B;HEL-S-61;KIF5B-RET(NM_020630)_K24;R11;KIF5B-ALK;KIF5B-RET(NM_020630)_K23;R12;KIF5B-RET(NM_020975)_K23;R12;KIF5B-RET(NM_020975)_K22;R12;KIF5B-RET(NM_020630)_K22;R12;KIF5B-ALK_K17;A20;KIF5B-RET(NM_020975)_K16;R12;KIF5B-RET(NM_020630)_K16;R12;KIF5B-RET(NM_020630)_K15;R12;KIF5B-RET(NM_020975)_K15;R12
2123,P33981;D6RF82;D6REX1;D6RIC6,TTK
2124,P35249;C9JZI1;C9J8M3;C9JTT7,RFC4
2125,P35250;Q75MT5;B5BUD2;A0A087WVY3,RFC2
2126,P35251;Q14756,RFC1;LLDBP
2127,Q6IBK5;P35269;B4DXY2;M0QXD6;B4DDB5,GTF2F1
2128,P35580,MYH10
2129,P35606,COPB2
2130,P35610;B7ZAT6;B4DFD8,SOAT1
2131,P35789;A0A1W2PNY2;B4DJ46,ZNF93
2132,Q53YD8;P36404;V9GYD0;B4DGG0,hCG_23373;ARL2;ARL2-SNX15
2133,P36405,ARL3
2134,Q53Y06;P36543,ATP6V1E1
2135,P36578;Q59GY2;B4DMJ6;Q53G74;H3BM89;B4DFI6;B4DMJ2,RPL4
2136,P36954;K7EKS1,POLR2I
2137,P37108;H0YLA2,SRP14
2138,P38117;M0QY67,ETFB
2139,P38159;B4E352;H0Y6E7;H3BT71;B3KRG5;H3BUY5,RBMX
2140,P38432,COIL
2141,P38435;B4DQW4;Q53GV4;A7YA96,GGCX
2142,P38606;B7Z2V6,ATP6V1A
2143,P39023;Q8TBW1;Q96QL0;Q49AJ9;Q9BT63;Q9NY85;G5E9G0;B3KS36;B5MCW2;H7C422,RPL3;rpl3
2144,Q6FHX6;P39748;B4DWZ4,FEN1
2145,P39880;A0A2R8Y852;A0A2R8YDI1,CUX1
2146,P40222,TXLNA
2147,Q6FH49;P40261,NNMT
2148,P40763;B5BTZ6;G8JLH9;B4DNP0;B7ZA24;B4DVR6,STAT3
2149,V9HWF2;P40925;B9A041;B8ZZ51;C9JF79,HEL-S-32;MDH1
2150,P41091;Q2VIR3,EIF2S3;EIF2S3L
2151,P41208,CETN2
2152,P41214;Q59FU5;Q5SY38,EIF2D
2153,P41223;C9JCD9,BUD31
2154,P41227,NAA10
2155,P41229;A6N6J7,KDM5C;JARID1C
2156,Q59G75;P41252;J3KR24;Q7Z3U5;A0A0A0MSX9;Q6P0M4;Q7Z355;B4DVX2,IARS;DKFZp686L0869;DKFZp686L17145
2157,P42166,TMPO
2158,P42224,STAT1
2159,P42285;A8K6I4;B4E3M6,SKIV2L2
2160,P42345;B4DZD5;B4E2H2,MTOR
2161,P42566;B7Z240,EPS15
2162,P42695;G3V1A9,NCAPD3
2163,P43034,PAFAH1B1
2164,P43246;A0A2R8YG02;A0A2R8Y6P0;E9PHA6;A0A2R8YFH0;Q53FK0;Q53GS1;V9H019;B4DN49;Q53RU4;B4DSB9;B4DL39;A0A2R8Y7S8;V9H068;V9H023;V9H0D5,MSH2
2165,V9HWG0;P45973;Q6I9T7,HEL25;CBX5
2166,P46013,MKI67
2167,P46087,NOP2
2168,P46109,CRKL
2169,P46734;Q53EZ9;Q6FHG1;Q6FI23;C7DUW4;J3QR49,MAP2K3
2170,X6RJS7;P46736;A0A0A0MS96,BRCC3
2171,Q59GE4;P46783;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;A0A2R8Y6L3;Q9NQ39,RPS10;RPS10-NUDT3;RPS10P5
2172,P46937;A0A024R3E4;Q86T74,YAP1;DKFZp451O0517
2173,P46939,UTRN
2174,Q53HS0;P47897;A8K3A8;B4DNN3,QARS
2175,P47929,LGALS7
2176,P48047;Q53HH2,ATP5O
2177,R4GMR5;V9HW09;P48556;K7EJR3;Q5U0B3;K7EJC1;B4E2Y4,PSMD8;HEL-S-91n
2178,V9HW00;P48729;Q05DL3;Q6PJ06;B4E1D9;D6REM4;B4DER9;Q8N752,HEL-S-77p;CSNK1A1;CSNK1A1L
2179,Q53GL5;P48735;B4DSZ6;Q13584,IDH2
2180,P49005;F8W8R3;A0A087WWF6;B4DP28;C9JLE1;C9IZD2;C9J8Z7;C9JHC7,POLD2
2181,P49116;F2YGU2;Q6PHZ7,NR2C2
2182,P49137;C9J8E1;B5BUJ8;B2R8Z2;A8K4K4;A0A024R2W7;Q16644,MAPKAPK2;MAPKAPK3
2183,P49189;B4DE91;B4DX14,ALDH9A1
2184,P49321;Q53H03;Q6PJY7;B4DS57;Q5T626;Q5T624,NASP
2185,P49327;A0A0U1RQF0,FASN
2186,P49454,CENPF
2187,P49588,AARS
2188,Q0VGA5;Q53HA4;Q5T5C7;P49591,SARS
2189,P49643;A8K7A0,PRIM2
2190,P49736;B3KXZ4;B7Z8Z6;B4DSV5;H0Y8E6;Q9BWF4,MCM2
2191,P49750;Q8NF45;H0YIQ2;F8VU51,YLPM1;FLJ00353
2192,P49756,RBM25
2193,Q53XC2;P49770;Q9BPX4,EIF2B2
2194,P49792,RANBP2
2195,P49903;B4DLS1,SEPHS1
2196,P49916;B7Z6I3;K7ERZ5,LIG3
2197,P50402;Q5HY57,EMD
2198,P50479;A0A0S2Z4P0;A0A0S2Z4N4,PDLIM4
2199,P50570;Q59G96;B4DJ53,DNM2
2200,P50748;E7ES84;B4E0D8,KNTC1
2201,Q53HU0;P50990;Q7Z759,CCT8
2202,Q5T0G8;P50995;Q6ICS0;Q59EP1;B7Z6L0;B4DPJ2,ANXA11
2203,P51531;F6VDE0;A0A0U1RQZ9;B4DK35;B4DSC8,SMARCA2
