Protein IDs	Majority protein IDs	Protein names	Gene names	Reporter intensity corrected 1 SB45-LI	Reporter intensity corrected 2 SB45-LI	Reporter intensity corrected 3 SB45-LI	Reporter intensity corrected 4 SB45-LI	Reporter intensity corrected 5 SB45-LI	Reporter intensity corrected 6 SB45-LI	Reporter intensity corrected 7 SB45-LI	Reporter intensity corrected 8 SB45-LI	Reporter intensity corrected 9 SB45-LI	Reporter intensity corrected 10 SB45-LI	Reporter intensity corrected 1 SB46-LI	Reporter intensity corrected 2 SB46-LI	Reporter intensity corrected 3 SB46-LI	Reporter intensity corrected 4 SB46-LI	Reporter intensity corrected 5 SB46-LI	Reporter intensity corrected 6 SB46-LI	Reporter intensity corrected 7 SB46-LI	Reporter intensity corrected 8 SB46-LI	Reporter intensity corrected 9 SB46-LI	Reporter intensity corrected 10 SB46-LI	Reporter intensity corrected 1 SB47-LI	Reporter intensity corrected 2 SB47-LI	Reporter intensity corrected 3 SB47-LI	Reporter intensity corrected 4 SB47-LI	Reporter intensity corrected 5 SB47-LI	Reporter intensity corrected 6 SB47-LI	Reporter intensity corrected 7 SB47-LI	Reporter intensity corrected 8 SB47-LI	Reporter intensity corrected 9 SB47-LI	Reporter intensity corrected 10 SB47-LI	Intensity SB45-LI	Intensity SB46-LI	Intensity SB47-LI
E5KLM1;E5KLM2;E5KLL9;E5KLM0;E5KLJ9;E5KLK0;A0A2R8YFD1;Q6PEK6;H7C3G2;A8MXB6	E5KLM1;E5KLM2;E5KLL9;E5KLM0;E5KLJ9;E5KLK0;A0A2R8YFD1		OPA1	40429	35415	24435	21712	21571	22606	38477	41761	31853	32359	69357	44837	52588	50438	54842	40815	42852	59632	45471	54961	41420	33521	34636	30158	31354	21004	16319	39871	34955	43240	7641400	23488000	16769000
H3BT51	H3BT51		ORAI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4E321;Q9BR60;F8W0R2;F8W1N0;F8VZI7;F8W1V2;B4DH11	B4E321;Q9BR60		OS9	29370	20163	19159	18285	16512	11923	24502	23043	23835	28059	118170	58880	66501	76661	73116	50776	68394	88603	62095	90009	27079	23334	26436	19129	29340	24304	24775	30142	14786	31978	3966500	12634000	7364600
H0YE93	H0YE93		OSBPL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VSQ6	Q5VSQ6		P4HA1	607010	321140	230330	278160	279190	258130	302120	426570	373960	280070	787470	478540	554500	412210	434130	274060	382220	525210	400630	489430	26581	16093	18854	14780	17695	16137	11709	13726	18424	15307	179940000	447060000	22300000
H7BZ94	H7BZ94		P4HB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	0	1140400
H0YAR2	H0YAR2		PABPC1	40678	42274	28130	35254	31573	20703	57743	34526	50324	32989	268380	180320	144210	281890	192040	166220	184850	257270	93466	233450	121140	113070	145640	147240	125750	74777	84300	135730	78906	101270	0	13344000	2248800
H0YAS7	H0YAS7		PABPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6EVJ7;Q6EVJ5	Q6EVJ7;Q6EVJ5		PADI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VWV2;Q8IX27;Q8IX26;F5GZI3;B1AP52	Q5VWV2;Q8IX27;Q8IX26;F5GZI3		PARD3	0	0	0	0	0	0	0	0	0	0	22078	20020	20244	16736	10464	6393	13564	20780	8575.6	24675	0	0	0	0	0	0	0	0	0	0	0	7933100	0
F8VRH0	F8VRH0		PCBP2	0	0	0	0	0	0	0	0	0	0	770960	578200	266390	398150	686740	485650	842430	638220	162070	726550	101840	75014	95543	75001	40836	57179	56012	85801	92810	101840	0	231070000	101590000
F8VZX2;H3BRU6;B4DRD7	F8VZX2;H3BRU6;B4DRD7		PCBP2	13599	20193	2604.3	11284	3627.8	6409.3	13906	11285	12665	13357	3118.7	4234.6	0	0	0	0	2174.3	4487.8	0	4963.1	169750	123010	150680	158390	105260	74540	97233	172900	166230	154220	4937800	0	51199000
L8E8M9	L8E8M9		PCDHB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9EIS5;B4DJ00;B4DWY1;E7EV93;E9PGW9;E5RGQ4;Q9P1R8	B9EIS5		PCM1	972190	879260	588810	809620	816860	629760	1147200	1132600	869110	866640	3238100	2071800	2137600	1929600	1981900	1590300	2056600	2233700	1855300	2854700	1568700	1148600	1333000	1418400	1021400	1131000	1063900	1618700	1551500	1428900	612510000	1406500000	919230000
K7EQA1;Q59GR9	K7EQA1		PDCD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5PHJ9;Q5JPU3;Q9UNV7;Q99725;Q99724;Q6LCA3;P78557;P29803	A5PHJ9;Q5JPU3		PDHA1/LOC79064;PDHA1	10385	12426	5840.9	7920.6	13971	6347.7	12496	12163	9926.2	7732.4	16702	10062	14615	16736	17527	6032.7	13116	8541.1	0	17216	0	0	0	0	0	0	0	0	0	0	3143300	4511700	0
H7BZJ3	H7BZJ3		PDIA3	134860	54391	36961	62260	52457	39393	75722	112180	86113	72158	168170	188440	136020	102440	133460	21299	138340	140260	97635	170010	160820	179160	84284	61812	51605	106060	98325	90801	29314	107000	283690000	678400000	534660000
B3KPU0;E5RGS7;A0A087WUQ1;H7C1D1	B3KPU0;E5RGS7		PDLIM2	2433.1	0	0	0	0	0	2142.8	2644.6	0	0	0	0	4336.2	0	0	0	4851.9	0	0	3084.5	0	0	0	0	0	0	0	0	0	0	14613000	16099000	13198000
B3KMN2;Q96DB6	B3KMN2;Q96DB6		PDS5A	25401	18698	9339.1	18575	16201	13421	24845	20353	16656	22205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29744000	0	0
A9IYQ1	A9IYQ1		PDS5B	48873	57152	44416	50975	43921	41348	51530	63755	55614	54388	106940	60577	45701	42246	46558	35032	62306	78538	33183	80613	87971	52351	54704	81334	50980	45594	63387	94123	65456	77284	23725000	41334000	40393000
H0Y921	H0Y921		PGM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9PQT8;B4DI51;A0A1U9X8A3;A0A140VJR4;B4DR98	E9PQT8;B4DI51;A0A1U9X8A3;A0A140VJR4;B4DR98		PHF1	0	3110.3	0	0	0	0	0	0	0	0	3657.4	0	0	0	0	3426.1	0	5634.6	0	0	0	0	0	0	0	0	0	0	0	0	2918200	6390800	4338300
B4DDB3;I3L213;B3KVX5;I3L1N3	B4DDB3;I3L213;B3KVX5		PHKB	0	0	0	0	0	0	0	0	0	0	107380	75565	91592	115870	82829	76401	119430	135720	90993	103820	166500	135170	170850	197500	128920	57442	117150	197770	173530	163140	0	48821000	40932000
Q4G0R1	Q4G0R1		PIBF1	216420	237960	136690	166020	153300	116050	238830	275750	189530	178180	781580	603370	608870	571220	603050	439490	684850	626100	422190	770670	525810	482280	466570	519130	478900	451870	440060	522070	525500	634180	73829000	401580000	122340000
H0YEF7;H0YD48;H0YEH1;H0YE97;H0YEY8;B4DLM1	H0YEF7;H0YD48;H0YEH1;H0YE97;H0YEY8;B4DLM1		PICALM	329940	277290	169820	255530	215690	182720	248610	376270	271990	309820	518890	396950	354960	279860	400860	366100	483710	557500	282800	431360	581910	349300	421830	444840	401580	440630	384860	496930	451990	523640	90381000	239880000	183200000
D4Q8H0;A8K710;B4DQ47	D4Q8H0;A8K710;B4DQ47		pk	12027	26899	0	17363	14675	0	29552	26258	26210	0	35080	16554	36155	30242	34186	25540	37220	37295	25817	28559	35726	29138	22717	21408	21266	27284	34172	18506	28273	27693	49497000	97968000	75690000
E9PKG0	E9PKG0		PLEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21909	14737	22836	23876	20239	25042	10362	21821	19670	24829	0	0	3357800
H0YDN1;E9PMV1	H0YDN1		PLEC	0	0	0	0	0	0	0	0	0	0	44024	34306	50593	60450	30662	45960	46347	70478	72023	58543	2712.8	0	0	0	0	0	2674.6	0	0	2837.5	0	21907000	3937100
Q8WXV6	Q8WXV6		PLEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4VCI9;Q05835;A0A2Z5DI29;H3BRN3	A4VCI9		PML	14455	13348	9687.3	14611	15757	8472.1	25790	27423	11981	17494	77731	68513	57595	58366	54516	30369	73727	71593	19390	75420	54059	35646	36685	40980	26987	27905	25085	40431	30407	43261	11746000	29158000	17328000
L8E8A5	L8E8A5		POLK	0	0	0	0	0	0	0	0	0	0	311180	298960	232030	227170	219940	223220	258680	265430	219860	374550	281550	133210	142900	202820	100290	164390	163480	195640	207290	200310	0	91056000	51156000
A0A087WTY1;P0DPB5	A0A087WTY1;P0DPB5		POLR1D	35795	54658	18697	27741	24827	13527	37267	35369	27130	36382	17155	0	11226	7941.5	9526.8	3006.7	10101	14088	8071.2	7868.9	65875	53711	60074	63054	55097	60051	39296	59927	68777	49583	10782000	7563800	26139000
Q7Z776	Q7Z776		POLR1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7C446	H7C446		PPAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15483	25976	19988	23255	5434.8	4982.9	7248.8	33711	37277	19172	0	0	10020000
F8W6A0;B7Z8M9;B7Z695;F8WF16;B7Z615;B7Z8L1	F8W6A0;B7Z8M9;B7Z695;F8WF16;B7Z615;B7Z8L1		PPHLN1	17076	22037	15086	20677	4937.2	5849.5	19968	27397	12966	16194	14605	15676	14092	15698	10034	8928.7	11602	11965	9443	14672	15385	6880.8	7790.5	6928.3	0	3798.3	6703.7	7634.9	4126.8	10151	7854300	7757100	6355100
H0Y9S9;K7ENU7	H0Y9S9;K7ENU7		PPIP5K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4156.1	2342.1	3126.7	6658.2	4130.3	5521.1	4370.7	2700.2	3122	4776	3878.7	0	0	0	4696400	975870
H0YHI8	H0YHI8		PPP1R12A	18154	9790.5	7116.2	7187.8	7270	6893.6	13164	17972	6562	13210	18953	11316	14022	7820.7	8048.5	13978	10647	10767	9056	19378	0	0	0	0	0	0	0	0	0	0	6509100	0	0
K7EL81;B4DLW4;K7ER83	K7EL81;B4DLW4		PPP1R12C	4273.7	2514.2	0	0	0	4217.2	4672.5	0	0	0	14876	15194	17762	14118	8391.8	6164.2	13157	12169	8533.7	15651	8623.5	5087.6	5241.4	7922.3	7053.4	9807.1	13409	5946.6	2165.7	9142.5	7321800	7569500	6718200
Q9NSI1	Q9NSI1		PRED57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6IAP9;Q5T1M7;Q59EL4	Q6IAP9;Q5T1M7;Q59EL4		PRPF4	3455300	2861200	1959100	2594300	2609800	1815000	3319900	3557900	2662200	2597200	4368000	3198500	2817900	2823600	2343200	2185600	3139700	3598800	2479300	3398100	2961300	2347900	2223900	2618300	1992000	2005400	2077100	2721200	2865700	2715300	1099300000	2567900000	1832800000
H0Y412	H0Y412		PRRC2B	0	0	0	0	0	0	0	0	0	0	71885	24674	17888	38060	32421	21450	35206	0	90379	28430	22738	21917	21254	24196	21753	14397	14230	25209	27170	20909	0	10023000	6586400
Q45KI0	Q45KI0		PRSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0R276	M0R276		PSG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R201;Q9Y6E3;B4DJ66;Q9UNM7;H0YD73;Q5HYL3	A0A024R201;Q9Y6E3;B4DJ66		PSMD13	0	0	0	0	0	0	0	0	0	0	62958	34008	22717	27853	28219	35289	43220	36789	7934.1	52527	38556	25561	27426	26664	20064	15765	14010	22607	23643	30199	0	38007000	23351000
Q5VWC4;H7C2J9	Q5VWC4		PSMD4	19978	15996	7506.1	9864.2	13170	8077	16489	16735	12066	15902	10472	10726	11406	12430	7361.6	11416	10987	7936.4	3006.1	8703	11274	8878.4	9111.5	6692.7	7485.8	8401.3	7821.2	14880	9345.1	10749	4189800	10521000	3191900
C9J0E9	C9J0E9		PSMD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K7ESG5	K7ESG5		PSME3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NLN1;Q59H49;K7ES59;A0A087WU68	A6NLN1;Q59H49		PTBP1	6472.4	3411.9	4484.2	5277.1	4166.1	4749.1	5639.6	9307.5	6338.2	5715.6	33172	15251	16214	23314	12291	12180	20536	21060	25178	20649	9748.9	0	2085.6	0	0	4060.8	0	7163.1	4279.3	0	2854500	18995000	4062200
E7ESA6;Q658W2;H0YBP1;Q59GM6;Q59GN8;A0A059VC25;I6L996;H0YBZ1;B4DH13;H0YB16;Q8N9D7;E9PEI4;A0A024R9H6;B4DWJ1;H0YB99;E5RHD8;E5RI03;E5RG80;E5RJQ2;E5RG86;E5RJI4;E5RHK7;E5RJN1	E7ESA6;Q658W2;H0YBP1;Q59GM6;Q59GN8;A0A059VC25;I6L996;H0YBZ1;B4DH13;H0YB16;Q8N9D7;E9PEI4;A0A024R9H6		PTK2;DKFZp666O0110;FAK	278810	327710	193010	268950	314020	167510	365750	430190	265840	293190	1100600	714770	575850	620910	629020	489270	723100	688610	636490	780900	407390	345020	402620	368420	327200	357090	303900	449610	457610	496460	135720000	476420000	303340000
A0A0J9YVP6;A0A0J9YYL3;A0A0J9YXX5;A0A0J9YXJ8;A0A0J9YVR6;A0A0J9YWM1;H0YEM1;H0YCP8	A0A0J9YVP6;A0A0J9YYL3;A0A0J9YXX5;A0A0J9YXJ8;A0A0J9YVR6;A0A0J9YWM1;H0YEM1		PUF60	2302100	1980500	1333100	1599100	1494400	1164300	1895700	2305400	2112600	2133900	1722100	1236900	1003900	1372600	1022400	1002200	1293500	1520500	1309200	1424600	3120600	1938900	2089100	2054500	1633900	1884500	1854000	2465600	2170100	2468600	2177700000	3998500000	3108300000
E9PL19	E9PL19		PUF60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9348400	0	0
E9PN18;E9PMU7	E9PN18;E9PMU7		PUF60	106930	81369	61173	98786	87704	43945	97096	124380	65877	75535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14528000	0	0
E9PQ56	E9PQ56		PUF60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JW01	C9JW01		PUM2	3366.1	6312.8	4834.8	2287.3	1947.1	4198	3381.2	0	2349.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7089200	0	0
A0A1B0GVU9;Q96AW5;Q9BUZ3;B4DDN1;Q9H3A5;H7C0R3;A0A0U1RR66;A0A0U1RRC8;A0A0U1RQX5;A0A1B0GTT3;A0A0U1RQQ5;A0A0U1RQJ6;A0A0U1RRJ7;A0A0U1RR79;A0A0U1RQX9	A0A1B0GVU9;Q96AW5;Q9BUZ3;B4DDN1;Q9H3A5		QARS	7596600	5843700	3002800	3521000	3764900	2047700	5624500	6220400	7199500	6931700	7939100	9262700	7100800	5133400	6752300	4134700	6089200	5992400	4565800	8727400	5125800	7085100	5454100	9825900	6419000	4664100	7299300	5277300	5408300	9101200	4362300000	17845000000	8151300000
Q9NPA9	Q9NPA9		ra-a47	19813	13271	8154.2	6673	9662.6	0	5569.6	8874.2	12966	10907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9016500	0	0
E9PKL7	E9PKL7		RAB2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6FGX3;A0A024R5H8;Q53ET8;Q9NRW1;F5H3K7;C9JU14;J3KR73;Q6AZ91;C9JB90;C9J0I2	Q6FGX3;A0A024R5H8;Q53ET8		RAB6A	512870	344890	231620	265110	285510	182460	470990	467150	392980	370580	769610	550370	635130	692160	490060	348400	643440	584340	490600	530100	394040	268830	275630	295940	223110	215090	208420	355220	257370	278940	1477800000	2567800000	2011000000
F5GX61	F5GX61		RAB6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T1S5	Q5T1S5		RABEPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L0R530	L0R530		RAE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8K4T9;Q5QPL9;Q5QPM0;Q5QPM2	A8K4T9;Q5QPL9;Q5QPM0		RALY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585820	451490	478160	398970	278900	225390	229040	304110	391820	319660	0	0	299160000
Q6P4F9;Q8IW42;Q59EM2	Q6P4F9;Q8IW42;Q59EM2		RASAL2	0	2272.4	0	0	0	0	0	0	2543.4	0	42566	34799	22259	22423	28765	7829.8	39337	35234	15258	31224	8321.4	3055.9	8651.2	8679.1	7379.7	5182.9	3400.7	13867	7110.2	11745	3617700	38062000	6169400
A0A024RBL4	A0A024RBL4		RBM19	31676	18465	19042	16684	10508	10207	27100	19131	15349	6132.5	33314	56271	34921	0	35397	62948	0	0	35579	62409	69986	52550	19468	58540	27646	49703	47757	68680	59858	0	48868000	123380000	106830000
L8ECH6	L8ECH6		RBM28	0	0	0	0	0	0	0	0	0	0	58557	32770	33380	63354	49988	28918	43785	33146	27126	59746	0	0	0	0	0	0	0	0	0	0	0	32510000	0
Q569H2	Q569H2		RBPMS	628770	552690	336510	365210	369680	268130	722510	742820	600750	493940	1710700	2139000	1394100	1469600	1534200	1110600	1595200	1529800	1286600	2002700	1153000	1019300	901900	920180	1016400	941040	991190	988080	865730	1197900	345670000	1308300000	892240000
B4E2S3;C9JHG2;Q5JB43;Q9BRA3;C9JWQ9;F8WAR1;C9JRN3;C9J9B2;C9JIJ9;A0A1B0GUW5;Q6XE24;H7BZ31;Q52LD8	B4E2S3;C9JHG2		RFTN1	321350	255010	176710	216720	182940	170390	270670	307990	287530	212370	1396600	948020	867270	1017600	873490	515090	1000900	1024400	771670	1161700	755920	560700	620100	672030	534690	465800	511320	718360	544740	654590	255450000	668010000	565970000
F5H5P6	F5H5P6		RNF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L8EAW4	L8EAW4		RNF181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3BPG5	H3BPG5		RNPS1	49773	29194	17729	38289	39483	12932	35059	59658	27861	30414	321310	204870	144960	147900	165680	115160	141130	190700	181640	199760	53104	52182	50538	28362	35128	30486	50660	33561	59426	58715	102530000	393850000	69670000
F8W7C6;A0A087WV22;H7C123;H7C2C5;X5D7P1;H7C2U2	F8W7C6;A0A087WV22;H7C123;H7C2C5;X5D7P1		RPL10	3912400	3190900	1692400	2755300	2073800	1749800	3385100	3276400	3877900	2919300	4126700	4916300	5228400	7793900	4041400	3965300	2671400	5544200	7018900	5855200	8397300	5509600	6039600	7751100	7765900	4930100	5212900	6800900	5856900	7248500	2983700000	10319000000	6821100000
Q9BSQ6	Q9BSQ6		RPL13A	7832	5891.3	3258.2	6721	4121.7	2617.9	7524.8	8538.2	8218.4	4740.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4610100	0	0
B5MCW2	B5MCW2		RPL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31246	33340	29304	22949	31509	41427	20339	36204	16316	25908	0	0	10413000
F8VZS0	F8VZS0		RPLP0	0	0	2504.7	0	0	0	0	2715.5	0	0	75395	57570	59979	50156	61154	44793	62000	64751	66491	67630	0	0	0	0	0	0	0	0	0	0	1544600	8847900	0
Q6FG99	Q6FG99		RPLP1	1394500	1155900	624420	1065700	740840	260910	1156400	1133700	1244400	970100	5686700	4358000	3959000	5071500	4758200	2789000	4388400	3799100	4124900	3671000	1992700	2456200	1574400	2291500	2482700	1199000	2131800	1927400	2345400	2361800	2282500000	9313200000	6027500000
Q5JYR7	Q5JYR7		RPN2	17658	13022	13289	14602	15905	13032	12937	31063	27271	18217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473610000	0	0
Q15372	Q15372		RPS14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6R9B6	D6R9B6		RPS3A	358130	360500	285980	277750	151610	241340	209320	135300	331960	284970	377580	287970	258660	349430	254290	140920	258120	295260	231210	249620	210710	180280	164400	171520	167490	134660	151410	226030	182140	148750	41623000	50314000	29854000
G3V2F1	G3V2F1		RPS6KB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JXC1	C9JXC1		RRM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L8ECE1	L8ECE1		RYBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G5EA09	G5EA09		SDCBP	5257.6	2868.6	0	0	0	0	2045.2	3504.2	6480.2	0	52347	36193	39980	49004	41838	27915	45463	59878	19327	42746	47359	31519	33100	26143	22399	26082	23875	27762	39804	40638	5162400	31231000	18444000
F1T0I1;A4QN18;B4DY06;Q8N2P2	F1T0I1;A4QN18		SEC16A	834240	841800	636430	762490	795150	579640	1031000	1054100	840740	751400	3176500	2301900	2085700	2164800	2231400	1779400	2619200	2743500	1970900	2800800	2342800	1857200	2140100	2256400	1979800	2035100	1918000	2747200	2660000	2593600	620190000	1456100000	1149400000
I1VE18	I1VE18		SEC22B	144350	123370	64513	93078	104080	61959	129090	142250	132830	124220	361270	293060	326600	383530	388360	248070	371090	409340	704020	538360	468420	350310	306210	322920	578050	265850	272750	368660	384620	549220	168950000	126220000	412580000
A0A1S5UZ19;A0A024RDH6;H0YAB3;H0Y9K1;H0Y9T9;H0Y8W8;D6RE64;D6RCQ9;D6RBT0;D6RHE8;H0YAF5	A0A1S5UZ19;A0A024RDH6		SEC31L1	112340	98803	58244	108210	73008	47604	115640	108050	72177	67741	169690	99192	108930	79023	96416	46744	119760	97988	30362	113960	0	0	0	0	0	0	0	0	0	0	24094000	53786000	0
A0A0U1RQB8;S4UD68;A0A0G2JPK4	A0A0U1RQB8;S4UD68;A0A0G2JPK4		SERPINA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7Y0;H7C004;H7BYS2;E9PDK7	B2R7Y0;H7C004;H7BYS2		SERPINB10	9507.1	16828	22059	15058	15003	11122	19873	29917	18938	12060	0	0	0	0	0	0	0	0	0	0	47835	36271	36085	48009	42940	49157	38770	42319	39171	40374	8869800	0	28260000
C9JWW6	C9JWW6		SH3BP4	5123	6823.2	0	10003	11296	0	0	7309	0	3919.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5942900	0	0
L8E9E3;Q6ZP54	L8E9E3;Q6ZP54		SLC12A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D9HTE9;B4DP62	D9HTE9		SLC25A1	466610	265040	167990	257900	221970	171330	396150	388360	370080	282180	890010	594650	520920	575870	471550	321970	554750	541730	501230	632290	2154000	1596400	1722400	1583000	1426300	1434100	1285100	1937700	1992000	1928000	705560000	755840000	432510000
F8WEF6	F8WEF6		SLC25A20	0	0	0	0	0	0	0	0	0	0	3368.8	26553	13068	1187.5	10682	1873.3	0	14219	8050.9	20394	0	0	0	0	0	0	0	0	0	0	0	3839900	0
H3BNF5	H3BNF5		SLC7A6	0	0	0	0	0	0	0	0	0	0	38285	45892	30122	32975	28816	36305	52380	58696	27919	24797	0	0	0	0	0	0	0	0	0	0	0	7965700	0
A0A0A0MRP6;Q86UA8;D7EZH4	A0A0A0MRP6;Q86UA8;D7EZH4		SMARCA1	34581	31371	18437	13945	15876	10798	35841	33264	14824	36849	36419	25590	16914	24354	10136	20988	20735	28929	11576	27067	24548	16907	25431	21189	15511	20956	13989	25614	29191	19332	19524000	27038000	18623000
Q9H836;G5E975;B4E117;B5MCL5;Q86WI8;A0A0U1RQQ2;A0A2R8YEE8;Q86WI6;A0A2R8YDN6	Q9H836;G5E975;B4E117;B5MCL5;Q86WI8;A0A0U1RQQ2;A0A2R8YEE8		SMARCB1	0	0	0	0	0	0	0	0	0	0	144820	77719	86830	76781	78270	33021	77425	89789	84361	88762	0	0	0	0	0	0	0	0	0	0	0	30364000	0
H7BXF4;B4E0T5;H7C0W5;H7C2J2;H7C235;H7C2E2;B4DTS0;B4E0A6;B4E3P9;F8WEQ5	H7BXF4;B4E0T5		SMPD4	471250	463320	336940	421470	408050	209140	553750	502440	420510	434750	1669900	1692800	1096100	1077600	985750	616290	1287000	1316800	797440	1644400	981980	1029800	920670	960210	1002500	1078000	989550	1153200	1168300	1483600	168960000	607660000	419030000
A4FU77;Q9H8B9;B4E150;Q9UNV9;A2RRQ7;B4E0P5;Q7L5W4;Q9P172;Q5ZF01	A4FU77		SNRNP200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5TAL2	Q5TAL2		SNRPC	0	0	0	0	0	0	0	0	0	0	9136.8	5442.1	7132.4	5996.1	8240.3	8080.8	4044.1	3718.9	2765	7676.4	0	0	0	0	0	0	0	0	0	0	0	13298000	0
Q6I9S2	Q6I9S2		SNW1	0	0	0	0	0	0	0	0	0	0	2147.7	5734.7	0	0	0	0	2309.9	0	2187.6	2829.3	5935	0	0	0	0	3353.2	0	0	0	0	0	2594200	1967100
B1APM4	B1APM4		SOAT1	9663.1	10191	2768.4	4086.7	9019.8	3966.9	3457.2	1808.7	7239.6	14694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1931400	0	0
H7C1M2	H7C1M2		SON	25520	26188	18350	19601	27060	15448	32450	17591	14285	25631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6967000	0	0
